OntoName,Category,Ranking_CORR_CTime,Racer_ETime,Racer_CTime,Racer_CORR,ELepHant_ETime,ELepHant_CTime,ELepHant_CORR,TrOWL_ETime,TrOWL_CTime,TrOWL_CORR,JFact_ETime,JFact_CTime,JFact_CORR,MOReHermiT_ETime,MOReHermiT_CTime,MOReHermiT_CORR,Konclude_ETime,Konclude_CTime,Konclude_CORR,FaCT++_ETime,FaCT++_CTime,FaCT++_CORR,ELK_ETime,ELK_CTime,ELK_CORR,Pellet-OA4_ETime,Pellet-OA4_CTime,Pellet-OA4_CORR,HermiT-OA4_ETime,HermiT-OA4_CTime,HermiT-OA4_CORR,DLFamily,OPR,AxMaxNesting,AvgNbrRestrict,HMaxNbr,HP_MaxDepth,SRBx,DpDISJ,SymmetricObjectProperty,OAS,ExactCardinality_C,DpEQUIV,HP_MultiParent,STBx,HP_MaxChildren,SDP,HC_MaxChildren,OpCHAIN,Complement_C,InverseFuncOPRatio,ClassAssertion,FunctionalObjectProperty,IrreflexiveOPRatio,FunctionalDataProperty,ObjectPropertyAssertion,IrrefexiveObjectProperty,GCI_C,SOP,ARichness,OP_COHESION,Union_R,HExtNbr,Indiv_SAME,DataPropertyAssertion,DisjointClasses,Complement_R,SubPropertyChainOf,MostCardinality_C,RRichness,Indiv_DIFF,AxiomMaxConst,RRBx,HP_MaxParents,HC_MaxParents,HP_MaxPropDegree,HC_MaxClassDegree,RTBx,CLS_NOM,SI,NPCD_Ratio,EquivalentClasses,OneOf_C,NPCD_C,RABx,ReflexiveOPRatio,DataPropertyDomain,SubObjectPropertyOf,Existentiel_C,SubDataPropertyOf,OpEQUIV,ClsDISJ_Ratio,OLAS,GCI_Ratio,ExactCardinality_R,TransitiveObjectProperty,OneOf_R,UI_Ratio,AxAvgNesting,SubClassOf,HasSelf_C,OntoConstructorDensity,EquivalentDataProperties,InverseOPRatio,SABx,Nom_Tbox,HasValue_R,SameIndividual,OpDISJ,LeastCardinality_R,DifferentIndividuals,PCD_Ratio,InverseFunctionalObjectProperty,EqDPRatio,MostCardinality_R,UI_Pattern,InverseObjectProperties,Existentiel_R,Intersection_C,Universal_R,Universal_C,HasValue_C,HasSelf_R,DisjointObjectProperties,HMinNbr,LeastCardinality_C,HC_MultiParents,EUR_Pattern,TransitiveOPRatio,EquivalentObjectProperties,SymmetricOPRatio,DataPropertyRange,CUR_Pattern,ReflexiveObjectProperty,HC_AvgChildren,DisjointUnion,EqOPRatio,Intersection_R,AsymmetricObjectProperty,FunctionalOPRatio,DisjOPRatio,EUR_Ratio,HP_COHESION,SC,HasHiearOPRatio,ChainOPRatio,PCD_C,ObjectPropertyDomain,HP_AvgChildren,Union_C,CUR_Ratio,ObjectPropertyRange,HC_DegreeCentrality,HP_DegreeCentrality,SDT
ftc-kb-full.owl_functional.owl,Train,"[ELK 1 1, ELepHant 1 2, Racer 2 3, Konclude 2 3, JFact 3 5, MOReHermiT 3 5, Pellet-OA4 3 5, HermiT-OA4 3 5, TrOWL 4 9, FaCT++ 4 9]",47475,0,Unexpected,45357,44861,Correct,60009,0,Exec_err,211008,0,Timeout,211010,0,Timeout,6436,0,Unexpected,190731,0,Exec_err,2689,2071,Correct,211010,0,Timeout,211010,0,Timeout,ALER+,EL,10,0,0,2,13,0,0,201096,0,0,0,140786,2,0,23430,2,0,0,0,0,0,0,0,0,23430,10,0,3.30173E-10,0,0,0,0,0,0,0.000710232,0,2.13085E-05,0,5,0.00923302,1,8,2,23431,99.99076698,0,0,0,19.39218318,0,0,0,0,0,0.002840929,84229,0,0,0,140799,16.64227977,0,0.001420465,0,0,3.761582114,80.5985838,0,0.236016365,0,0,0,0,0,0,0,0,0,63.9637464,0,0,0,0,0,50.69790958,81910,0,0,0,0,0,0,0,0.009952394,0,5.950444621,0,0,0,0,0,6.192659873,0,0,49.30209042,0,0,0,0,0.177777778,60287,46.0494604,8.846121882,90052,0.002130697,2,0,0,0.002130697,0.38863078,0.166666667,0
GALEN-Full-Union_ALCHOI(D).owl_functional.owl,Train,"[TrOWL 1 1, ELK 2 2, Racer 3 3, MOReHermiT 3 3, Konclude 3 3, Pellet-OA4 3 3, HermiT-OA4 3 3, ELepHant 4 8, JFact 4 8, FaCT++ 4 8]",211010,0,Timeout,67,0,Exec_err,7417,5581,Correct,2170,0,Exec_err,211009,0,Timeout,211321,0,Timeout,1750,0,Exec_err,1997,0,Unexpected,211043,0,Timeout,211014,0,Timeout,ALCHOI(D),DL,28,0,0,12,1433,0,0,61521,0,0,0.105152471,35978,35,2,1492,0,0,0,0,0,0,0,0,0,2363,951,8.6367E-05,0,0.167957247,0,0,0,0,0,0,0,0,0,19,3.830424207,2,3,36,1493,96.16957579,2.595327547,601,23.31980655,28.65734677,601,8390,0,0,0,2.560744166,29723,0,0,0,37411,6.567902607,0,0,1.310939034,0,3.601347197,67.51222902,0,0.067065838,0,99.96635602,0,100,0,0,0,0,0,61.13736172,0,0,0,0,1.269680041,64.8336787,15444,0,0,0,0,0,0,0,0.008636697,0,0,0,0,0,0,0,4.785897907,0,0,33.68742502,0,0,0,0,0.019591566,23157,99.24637486,0,21996,0,4.476635514,77,0,0,0.064432688,0.035849371,3
GALEN-Heart_ALCHOI(D).owl_functional.owl,Train,"[ELK 1 1, TrOWL 2 2, Konclude 2 2, Racer 3 4, MOReHermiT 3 4, Pellet-OA4 3 4, HermiT-OA4 3 4, ELepHant 4 8, JFact 4 8, FaCT++ 4 8]",211011,0,Timeout,20,0,Exec_err,1472,0,Unexpected,1089,0,Exec_err,211009,0,Timeout,49284,0,Unexpected,841,0,Exec_err,913,592,Correct,211007,0,Timeout,211008,0,Timeout,ALCHOI(D),DL,20,0,0,6,267,0,0,14298,0,0,0.423728814,10361,12,2,199,0,0,0,0,0,0,0,0,0,518,236,0.000582751,0,0,0,0,0,0,0,0,0,0,0,11,2.51223184,2,2,12,201,97.48776816,2.680652681,92,4.275649069,9.042152804,92,443,0,0,0,1.627775687,8452,0,0,0,10628,4.999517421,0,0,0.923046052,0,3.030579601,88.44561536,0,0.087452071,0,86.37008992,0,100,0,0,0,0,0,79.51935141,0,0,0,0,0.884456154,84.79983947,1423,0,0,0,0,0,0,0,0.029137529,0,0,0,0,0,0,0,5.093253968,0,0,14.27711448,0,0,0,0,0.021961774,3432,98.2725982,0,8239,0,2.035294118,0,0,0,0.058181407,0.04520822,3
genomic-cds.owl_functional.owl,Train,"[TrOWL 1 1, ELK 2 2, Racer 3 3, JFact 3 3, MOReHermiT 3 3, Konclude 3 3, Pellet-OA4 3 3, HermiT-OA4 3 3, ELepHant 4 9, FaCT++ 4 9]",211008,0,Timeout,9,0,Exec_err,3271,2560,Correct,211014,0,Timeout,211007,0,Timeout,211291,0,Timeout,856,0,Exec_err,741,0,Unexpected,211012,0,Timeout,211007,0,Timeout,ALCQ,DL,385,0,0,0,0,0,0,6589,1087,0,0,4322,0,0,576,0,0,0,0,0,0,0,0,0,486,2,0,0,0.207361327,2,0,0,8.977325312,0,0,0,0.089773253,0,38,0,0,1,0,577,100,0,0,0,14.85423415,0,0,0,0,0,0,6201,0,0,58.63134658,4322,11.24479408,0,0,0,0.347061546,5.243637205,76.16844054,0,0.046981173,0,0,0,0,0,0,0,0,0,57.70476631,0,0,0,15,0,80.36547434,411,0.012960083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.124716553,0,0,5.32659409,0,0,0,0,0,2265,0,0,2494,0,0,16,0,0,0.254201676,0,0
genomic-cds_rules.owl_functional.owl,Train,"[ELK 1 1, TrOWL 2 2, HermiT-OA4 2 2, Racer 3 4, JFact 3 4, Konclude 3 4, ELepHant 4 7, MOReHermiT 4 7, FaCT++ 4 7, Pellet-OA4 4 7]",211010,0,Timeout,32,0,Exec_err,53632,0,Unexpected,202710,0,Timeout,21447,0,Exec_err,211311,0,Timeout,5476,0,Exec_err,1020,633,Correct,43584,0,Exec_err,15799,0,Unexpected,ALCQ,DL,320,343.9219016,0,0,0,0,0,11566,8126,0,0,7423,0,0,1592,0,0,0,0.053857547,0,0,0,0,0,926,1,0,0,2.32369002,2,0,0,5.628113639,0,0,0,0.056311464,0,43,0,0,1,0,1593,99.94614245,0,4,0,12.46802208,0,0,0.000725159,0,0,0,7840,0,0,57.2982117,7427,12.47474067,47.20576275,0,0,2.721271723,6.790359499,81.85000673,0,0.05393043,0,0,4,0,0,0,0,0.267224352,0,61.20167048,0,0,0,202,0,45.54432439,802,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,10.09779951,0,0,4.65899849,0,0,0,0,0,4138,0,0,4543,0,0,400,0,0,0.384765098,0,0
genomic-cds_rules_demo.owl_functional.owl,Train,"[TrOWL 1 1, ELK 2 2, Racer 3 3, JFact 3 3, Konclude 3 3, HermiT-OA4 3 3, ELepHant 4 7, MOReHermiT 4 7, FaCT++ 4 7, Pellet-OA4 4 7]",211011,0,Timeout,21,0,Exec_err,51725,50495,Correct,212211,0,Timeout,16973,0,Exec_err,211338,0,Timeout,5533,0,Exec_err,1136,0,Unexpected,18030,0,Exec_err,211018,0,Timeout,ALCQ,DL,320,343.9219016,0,0,0,0,0,11887,8126,0,0,7423,0,0,1592,0,0,0,4.194630872,0,0,0,0,0,926,1,0,0,2.32369002,2,0,0,5.39494063,0,0,0,0.056311464,0,43,0,0,1,0,1593,95.80536913,0,5,0,11.95147135,0,0,0.05413824,0,0,0,7840,0,0,57.2982117,7748,12.47474067,47.20576275,0,0,2.721271723,6.597186371,78.45895715,0,0.05393043,0,0,325,0,0,0,0,0.267224352,0,61.20167048,0,0,0,202,0,45.54432439,802,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,10.09779951,0,0,4.65899849,0,0,0,0,0,4138,0,0,4543,0,0,400,0,0,0.384765098,0,0
genomic-cds_rules_full.owl_functional.owl,Train,"[ELK 1 1, HermiT-OA4 2 2, Racer 3 3, JFact 3 3, Konclude 3 3, ELepHant 4 6, TrOWL 4 6, MOReHermiT 4 6, FaCT++ 4 6, Pellet-OA4 4 6]",211010,0,Timeout,113,0,Exec_err,60028,0,Exec_err,211023,0,Timeout,17002,0,Exec_err,211294,0,Timeout,7955,0,Exec_err,1357,760,Correct,17182,0,Exec_err,23268,0,Unexpected,ALCQ,DL,320,380.8536909,0,0,0,0,0,16041,8800,0,0,10193,0,0,1592,0,0,0,0.039227224,0,0,0,0,0,926,1,0,0,2.098525786,2,0,0,4.099244876,0,0,0,0.041008535,0,43,0,0,1,0,1593,99.96077278,0,4,0,9.081102285,0,0,0.000384694,0,0,0,8622,0,0,40.57846996,10197,9.084665947,46.16756728,0,0,1.981752183,5.708541728,86.78042562,0,0.043488577,0,0,4,0,0,0,0,0.241330465,0,71.74531541,0,0,0,202,0,45.23372331,1193,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,7.993150685,0,0,6.258853156,0,0,0,0,0,5843,0,0,7313,0,0,400,0,0,0.27243196,0,0
genomic-cds_rules_full_demo.owl_functional.owl,Train,"[ELK 1 1, Racer 3 2, JFact 3 2, Konclude 3 2, HermiT-OA4 3 2, ELepHant 4 6, TrOWL 4 6, MOReHermiT 4 6, FaCT++ 4 6, Pellet-OA4 4 6]",211011,0,Timeout,123,0,Exec_err,60058,0,Exec_err,211029,0,Timeout,17097,0,Exec_err,211315,0,Timeout,55972,0,Exec_err,1554,838,Correct,18380,0,Exec_err,211714,0,Timeout,ALCQ,DL,320,380.8536909,0,0,0,0,0,16362,8800,0,0,10193,0,0,1592,0,0,0,3.089941053,0,0,0,0,0,926,1,0,0,2.098525786,2,0,0,3.97413957,0,0,0,0.041008535,0,43,0,0,1,0,1593,96.91005895,0,5,0,8.803955125,0,0,0.029377648,0,0,0,8622,0,0,40.57846996,10518,9.084665947,46.16756728,0,0,1.981752183,5.564841225,84.13196425,0,0.043488577,0,0,325,0,0,0,0,0.241330465,0,71.74531541,0,0,0,202,0,45.23372331,1193,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,7.993150685,0,0,6.258853156,0,0,0,0,0,5843,0,0,7313,0,0,400,0,0,0.27243196,0,0
genomic-cds-demo.owl_functional.owl,Train,"[Konclude 1 1, HermiT-OA4 1 2, TrOWL 2 3, ELK 2 3, Racer 3 5, JFact 3 5, MOReHermiT 3 5, Pellet-OA4 3 5, ELepHant 4 9, FaCT++ 4 9]",211008,0,Timeout,10,0,Exec_err,3290,0,Unexpected,211009,0,Timeout,211006,0,Timeout,3224,2947,Correct,862,0,Exec_err,785,0,Unexpected,211024,0,Timeout,5370,4464,Correct,ALCQ,DL,385,0,0,0,0,0,0,6729,1087,0,0,4322,0,0,576,0,0,0,3.137606455,0,0,0,0,0,486,2,0,0,0.207361327,2,0,0,8.695652174,0,0,0,0.089773253,0,38,0,0,1,0,577,96.86239355,0,1,0,14.38816674,0,0,0.070318388,0,0,0,6201,0,0,58.63134658,4462,11.24479408,0,0,0,0.347061546,5.15912147,73.77857463,0,0.046981173,0,0,140,0,0,0,0,0,0,57.70476631,0,0,0,15,0,80.36547434,411,0.012960083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.124716553,0,0,5.32659409,0,0,0,0,0,2265,0,0,2494,0,0,16,0,0,0.254201676,0,0
go-plus.owl,Train,"[ELK 1 1, TrOWL 1 2, Racer 2 3, Konclude 2 3, JFact 3 5, MOReHermiT 3 5, FaCT++ 3 5, Pellet-OA4 3 5, HermiT-OA4 3 5, ELepHant 4 10]",19371,0,Unexpected,82,0,Exec_err,29432,27462,Correct,211014,0,Timeout,211040,0,Timeout,54349,0,Unexpected,211020,0,Timeout,2573,2005,Correct,211041,0,Timeout,211141,0,Timeout,SRI,PNAN,23,0,0,5,244,0,0,150955,0,0,1.388888889,150711,18,0,708,31,0,0,0,0,0,0,0,0,23027,144,0,0,0.044384227,0,0,0,0.098042463,0,0.031797556,0,0.000982018,0,11,0.161637574,3,9,18,709,99.83836243,0,0,0.004644651,15.23632871,0,7,0,0,0,0.10002981,62616,0,0,0.200370496,150955,15.27891129,0,0.011261634,0,0,2.723930973,84.50332881,0,0.051643694,0,81.13581193,0,0,0,0,0,0,0,34.4055842,0,0,0,0,0.018548574,73.13586246,22962,0,0,0,0,0,0,0,0.015122302,0,29.37587837,0,0,0,0,0,4.162424695,0.000662449,0,26.81975332,0,0,0,0,0.045260295,52902,98.48281589,84.06477578,51853,0,2.849056604,38,0,0,0.013339201,0.112774549,0
HP.owl_functional.owl,Train,"[Konclude 1 1, TrOWL 1 2, FaCT++ 1 3, HermiT-OA4 1 4, Racer 1 5, JFact 1 6, MOReHermiT 2 7, ELK 2 7, Pellet-OA4 3 9, ELepHant 4 10]",24099,16640,Correct,5,0,Exec_err,2616,1286,Correct,19885,18554,Correct,2375,0,Unexpected,1398,890,Correct,4305,3019,Correct,1044,0,Unexpected,211011,0,Timeout,9831,8506,Correct,ALCIF(D),DL,72,0,0,0,89,0,0,17846,0,0,0,34,0,84,5,0,20,0,28.72303207,0,0,0.489795918,70.55976676,0,8,10,0.139303483,0,10.20408163,0,0,0,0,40.81632653,0,0,0,0,5,0.518950437,0,1,0,5,0.198250729,0,8780,5.882352941,0.011661808,0,2,0.578908448,0,0,0,9,0,0,0,17150,23.52941176,0,0,0,8.823529412,3.188396501,0.186588921,0,0.294117647,0,100,17027,0,0,0,0,0,0,70.58823529,0,0,0,3,0.029154519,18.36734694,12,6.12244898,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,24.48979592,0,0,0,0,0,603,0,0,24,0,0,5,0,0,0.00828619,0,2
MSC_classes.owl_functional.owl,Train,"[ELK 1 1, TrOWL 2 2, FaCT++ 2 2, Racer 3 4, JFact 3 4, MOReHermiT 3 4, Konclude 3 4, HermiT-OA4 3 4, ELepHant 4 9, Pellet-OA4 4 9]",211013,0,Timeout,88,0,Exec_err,15031,0,Unexpected,206740,0,Timeout,211023,0,Timeout,211067,0,Timeout,95478,0,Unexpected,1396,718,Correct,6044,0,Exec_err,211796,0,Timeout,ALCQ,DL,324,358.8072058,0,0,0,0,0,15092,8305,0,0,9532,0,0,1592,0,0,0,0,0,0,0,0,0,930,1,0,0,0.4345646,2,0,0,4.007553504,0,0,0,0.040075535,0,43,0,0,1,0,1593,100,0,0,0,9.756609316,0,0,0,0,0,0,8463,0,0,43.04731067,9532,9.756609316,46.26998719,0,0,0.566512799,5.490138481,86.23583718,0,0.043791293,0,0,0,0,0,0,0,0.027856705,0,70.03776752,0,0,0,54,0,47.15025907,1098,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8.037626628,0,0,6.117332442,0,0,0,0,0,5559,0,0,6676,0,0,78,0,0,0.286357397,0,0
MSC_classes_demo.owl_functional.owl,Train,"[FaCT++ 1 1, JFact 1 2, TrOWL 2 3, ELK 2 3, Racer 3 5, MOReHermiT 3 5, Konclude 3 5, Pellet-OA4 3 5, HermiT-OA4 3 5, ELepHant 4 10]",211004,0,Timeout,238,0,Exec_err,3155,0,Unexpected,175474,173233,Correct,211023,0,Timeout,211348,0,Timeout,53832,52672,Correct,1335,0,Unexpected,211014,0,Timeout,211376,0,Timeout,ALCQ,DL,324,358.8072058,0,0,0,0,0,15410,8305,0,0,9532,0,0,1592,0,0,0,3.228426396,0,0,0,0,0,930,1,0,0,0.4345646,2,0,0,3.878172589,0,0,0,0.040075535,0,43,0,0,1,0,1593,96.7715736,0,1,0,9.441624365,0,0,0.032775902,0,0,0,8463,0,0,43.04731067,9850,9.756609316,46.26998719,0,0,0.566512799,5.345177665,83.45177665,0,0.043791293,0,0,318,0,0,0,0,0.027856705,0,70.03776752,0,0,0,54,0,47.15025907,1098,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8.037626628,0,0,6.117332442,0,0,0,0,0,5559,0,0,6676,0,0,78,0,0,0.286357397,0,0
neuron_synapse_closure_test_merged.owl,Train,"[ELK 1 1, Konclude 1 2, HermiT-OA4 1 3, TrOWL 1 4, FaCT++ 1 5, JFact 1 6, MOReHermiT 3 7, Racer 4 8, ELepHant 4 8, Pellet-OA4 4 8]",220280,0,Exec_err,71,0,Exec_err,4984,3374,Correct,85891,82744,Correct,211244,0,Timeout,2961,1375,Correct,5228,3720,Correct,1150,877,Correct,4060,0,Exec_err,5282,2629,Correct,SRI,PNAN,5,0,0,4,64,0,0,96907,0,0,0,33548,6,0,244,10,0,0,65.31519911,0,0,0,0,0,3723,44,0,2.55814E-09,0,0,0,0,2.082408908,0,0.010319172,0,0.060236655,0,2,0.066042701,1,4,6,245,34.61875819,0,3469,0,1.825461525,0,0,0.067399877,0,0,0.030957516,23583,0,0,1.015664116,96907,11.09753189,0,0.006191503,0,0,2.669693624,30.71088776,0,0.377846667,0,47.66145105,63295,0,0,0,0,0,0,74.8360558,0,0,0,0,0.00722342,93.02224677,1769,0,0,0,0,0,0,0,0.021457693,0,50.5024806,0,0,0,0,0,6.005572442,0,0,6.977753234,0,0,0,0,0.086680761,13981,90.2302506,80.90149684,25106,0.008255338,2.142857143,0,0,0.003095752,0.017406219,0.112956811,0
NEW_fhkb.owl_functional.owl,Train,"[JFact 1 1, FaCT++ 2 2, ELK 2 2, Racer 3 4, MOReHermiT 3 4, Konclude 3 4, Pellet-OA4 3 4, ELepHant 4 8, TrOWL 4 8, HermiT-OA4 4 8]",211023,0,Timeout,78,0,Exec_err,1293,0,Exec_err,1695,893,Correct,211032,0,Timeout,211068,0,Timeout,112446,0,Unexpected,697,0,Unexpected,211011,0,Timeout,178288,0,Exec_err,SROIQ(D),DL,15,6.74,2,5,287,0,0.294748124,3960,2,0,1.162790698,138,12,13,42,25,10,0,15.32690247,0.13397642,0,0.187566988,35.85209003,0,2,87,0.099236641,0.000151579,1.78041543,1,0,37.40621651,0.080385852,2.96735905,0.750267953,1,0.398963731,100,14,7.690246517,2,1,13,43,3.697749196,14.50381679,525,54.34782609,2.06323687,5,75,2.374383823,0,0.241157556,1.366559486,131,0.321543408,2,6.870229008,3732,1.449275362,0.59347181,0.187566988,1.483679525,2.898550725,0.377277599,1.554126474,19,0.177536232,0,70.46979866,3307,0.952380952,0,0,0,0.59347181,0.026795284,40.57971014,0,0,0.296735905,4,0.884244373,38.87240356,148,3.857566766,13,0,5.637982196,0,4,2,0,2,18.12080537,0.026795284,23.48993289,0.321543408,0,0,13,0,30.20134228,43.91691395,0,8.053691275,0,1.449275362,0.046785226,131,50.33557047,80.53691275,56,1.500535906,3.0625,6,0,1.473740622,0.332243217,0.142857143,4
obsolete_RMOperators_addonsRM.owl_functional.owl,Train,"[TrOWL 1 1, MOReHermiT 2 2, Konclude 2 2, ELK 2 2, Racer 3 5, FaCT++ 3 5, Pellet-OA4 3 5, HermiT-OA4 3 5, ELepHant 4 9, JFact 4 9]",211015,0,Timeout,26,0,Exec_err,20491,19682,Correct,1359,0,Exec_err,6622,0,Unexpected,1982,0,Unexpected,211089,0,Timeout,1187,0,Unexpected,211015,0,Timeout,211013,0,Timeout,SROIQ(D),DL,8,8.239708029,1,6,547,0,0,18570,131,0,0,1378,10,14,27,12,3,0,40.59036417,0.062203121,0,0.062203121,30.40036191,0,31,176,0.020086083,7.6599E-06,1.833740831,1,0,17.96539245,0.644650532,0.366748166,0.056548292,5,0.329656067,0.052700922,4,3.093191586,1,2,11,28,7.792354671,33.1420373,3795,5.805515239,0.627686044,3,80,0.503927017,0,0.067857951,0.610721556,249,0,6,6.599713056,17684,2.249637155,16.01466993,0.016964488,0.366748166,0.362844702,0.627686044,6.520018095,231,0.148766328,0,52.83446712,15759,0.105401845,0,0,0,0.122249389,0.158335218,77.72133527,0,0,0.611246944,5,0.282741461,30.4400978,125,6.723716381,55,0,28.2396088,0,2,1,0.143678161,1,0,0.016964488,0,0.067857951,0,0,3.082901554,0,1.814058957,15.28117359,0,6.802721088,0,0.07256894,0.021168831,697,50.34013605,31.29251701,1071,0.927391993,2.25,15,0,0.921737164,0.037936682,0.056486043,6
OLD_fhkb.owl_functional.owl,Train,"[ELK 1 1, JFact 2 2, FaCT++ 2 2, Racer 3 4, MOReHermiT 3 4, Konclude 3 4, Pellet-OA4 3 4, ELepHant 4 8, TrOWL 4 8, HermiT-OA4 4 8]",211007,0,Timeout,77,0,Exec_err,1088,0,Exec_err,1617,0,Unexpected,211044,0,Timeout,211041,0,Timeout,66709,0,Unexpected,726,514,Correct,211010,0,Timeout,169825,0,Exec_err,SROIQ(D),DL,15,7.725,0,5,274,0,0.301287319,3820,2,0,1.204819277,81,12,11,3,25,6,0,14.9548069,0.109559025,0,0.136948781,37.05834018,0,1,84,0.142857143,0.000436469,1.618122977,1,0,38.2360997,0.136948781,1.941747573,0.766913174,0,0.567164179,99.62049336,14,7.504793207,2,1,13,3,2.218570255,23.37662338,527,83.95061728,1.88989318,5,68,2.472655068,0,0.246507806,1.369487812,125,0.273897562,2,7.792207792,3651,1.234567901,0.647249191,0.191728294,1.618122977,4.938271605,0.32018625,0.191728294,18,0.276014109,0,70.80291971,3296,0.948766603,0,0,0,0.647249191,0.027389756,7.407407407,0,0,0,4,0.903861956,40.45307443,138,2.588996764,8,0,5.825242718,0,4,2,0,1,19.7080292,0.027389756,25.54744526,0.273897562,0,0,2.5,0,29.19708029,44.66019417,0,6.569343066,0,1.234567901,0.05024978,77,51.82481752,84.67153285,6,1.45165708,3.0625,5,0,1.45165708,0.039279279,0.147696477,4
Oly.owl_functional.owl,Test,"[Konclude 1 1, TrOWL 1 2, FaCT++ 1 3, Racer 1 4, HermiT-OA4 1 5, JFact 1 6, MOReHermiT 2 7, ELK 2 7, Pellet-OA4 3 9, ELepHant 4 10]",56291,40820,Correct,7,0,Exec_err,3745,2035,Correct,94713,93044,Correct,2905,0,Unexpected,2902,1821,Correct,12381,10709,Correct,1341,0,Unexpected,211012,0,Timeout,46303,44613,Correct,ALCIF(D),DL,73,0,0,0,89,0,0,37304,0,0,0,33,0,84,5,0,20,0,28.23441147,0,0,0.233411137,71.42658664,0,8,10,0.068683565,0,10.20408163,0,0,0,0,40.81632653,0,0,0,0,5,0.247304657,0,1,0,5,0.091697232,0,18360,3.03030303,0.002778704,0,1,0.276928415,0,0,0,9,0,0,0,35988,24.24242424,0,0,0,9.090909091,3.142630877,0.088918528,0,0.303030303,0,100,35866,0,0,0,0,0,0,72.72727273,0,0,0,3,0.01389352,18.36734694,12,6.12244898,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,24.48979592,0,0,0,0,0,1223,0,0,24,0,0,5,0,0,0.004086948,0,2
ore_ont_10004.owl,Train,"[ELepHant 1 1, Konclude 1 2, Racer 1 3, FaCT++ 1 4, TrOWL 1 5, ELK 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, MOReHermiT 1 9, JFact 1 10]",586,70,Correct,22,5,Correct,727,173,Correct,1855,826,Correct,1453,685,Correct,71,21,Correct,668,130,Correct,658,269,Correct,1737,544,Correct,1613,590,Correct,ALER,EL,4,0,0,0,1,0,0,5608,0,0,0,3076,0,0,27,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.032499188,0,0,0,1,0.032499188,0,4,0,27,99.96750081,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3077,0.065019506,0,0,0,0,2.003249919,99.96750081,0,0.003250975,0,0,0,0,0,0,0,0,0,99.93498049,0,0,0,0,0,80,2,0,0,0,0,0,0,0,0.079082641,0,0,0,0,0,0,0,2.431403648,0,0,20,0,0,0,0,0,2530,0,0,3074,0,0,0,0,0,0.009728946,0,0
ore_ont_10006.owl,Test,"[ELK 1 1, Konclude 1 2, TrOWL 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, FaCT++ 3 8, ELepHant 4 9, JFact 4 9]",7235,0,Unexpected,55,0,Exec_err,3503,1718,Correct,2712,0,Exec_err,41784,39564,Correct,2102,1288,Correct,211010,0,Timeout,1853,1248,Correct,63954,60856,Correct,74224,71274,Correct,SROIF,DL,7,0,0,4,216,0,0.010459376,77531,0,0,0.854700855,47568,7,0,6700,29,0,0,0.037653753,0.00418375,0,0,0,0,11147,118,0,1.09187E-09,0,0,0,0,0.010459376,0,0.06903188,0,0.000588347,22.22222222,3,0.451845034,2,3,7,6701,99.50631746,0.01350895,18,19.74857047,28.05413773,4,9394,8.75188E-05,0,0,0.156890637,14821,0,0,0.023640662,47804,23.43382106,0,0.046021253,0.026581606,0,2.311563886,71.44172036,0,0.105449041,0,48.1079258,20,100,0,0,0,0,0.00418375,4.206609485,0,0,0,0,0.048113129,98.49149389,219,0.026581606,4,0,0,0,0,0,0.006754475,0,49.4772344,0,0,0,0,0,2.411489152,0,0,1.455342903,0,0,0,0,0.022104332,29610,98.25969646,96.2158516,2001,0.06903188,2.285714286,0,0,0.048113129,0.226286982,0.0517991,0
